shipment_id,date,origin_hub,destination_hub,carrier,delivery_days_actual,delivery_days_promised,distance_km,weight_kg,cost_usd,on_time_delivery,delay_reason,product_category,season,priority
SHP-13264,2024-04-04,Houston,New_York,LocalEx,4,3,821,12.82,17.95,0,capacity,clothing,spring,standard
SHP-13265,2024-03-24,Los_Angeles,Houston,FastShip,2,3,357,4.2,19.99,1,,clothing,spring,express
SHP-13266,2024-04-05,Los_Angeles,Chicago,FastShip,7,3,1251,2.57,24.93,0,capacity,electronics,spring,express
SHP-13267,2024-04-10,Phoenix,Houston,LocalEx,4,4,701,20.42,24.84,1,,industrial,spring,standard
SHP-13268,2024-06-07,New_York,Philadelphia,MegaFreight,7,7,482,8.25,27.29,1,,industrial,summer,standard
SHP-13269,2024-02-04,Dallas,Houston,LocalEx,2,2,1152,28.9,64.78,1,,industrial,winter,express
SHP-13270,2024-05-12,Houston,Chicago,FastShip,7,7,852,9.35,25.66,1,,electronics,spring,standard
SHP-13271,2024-04-16,Houston,Los_Angeles,LocalEx,8,7,2290,4.69,48.23,0,capacity,clothing,spring,standard
SHP-13272,2024-03-15,San_Antonio,New_York,QuickPost,4,5,653,22.26,32.17,1,,industrial,spring,standard
SHP-13273,2024-04-21,Chicago,Philadelphia,MegaFreight,4,4,1739,82.24,42.25,1,,furniture,spring,standard
SHP-13274,2024-02-09,San_Antonio,Dallas,LocalEx,2,2,647,16.3,90.15,1,,industrial,winter,express
SHP-13275,2024-03-29,Los_Angeles,Phoenix,LocalEx,2,3,472,14.62,38.24,1,,clothing,spring,express
SHP-13276,2024-04-25,Chicago,Los_Angeles,MegaFreight,9,6,732,31.54,36.25,0,mechanical,industrial,spring,standard
SHP-13277,2024-05-28,Chicago,Houston,MegaFreight,4,5,1298,14.78,31.68,1,,industrial,spring,standard
SHP-13278,2024-02-29,New_York,Houston,MegaFreight,9,6,1086,27.92,82.98,0,other,industrial,winter,standard
SHP-13279,2024-04-15,Chicago,Phoenix,MegaFreight,2,2,706,71.87,57.14,1,,furniture,spring,express
SHP-13280,2024-01-01,Philadelphia,New_York,FastShip,5,6,1004,16.59,42.59,1,,perishables,winter,standard
SHP-13281,2024-04-08,New_York,Houston,FastShip,4,5,1290,13.62,45.6,1,,perishables,spring,standard
SHP-13282,2024-06-05,Dallas,New_York,FastShip,5,6,421,65.04,35.47,1,,industrial,summer,standard
SHP-13283,2024-06-15,Chicago,Houston,FastShip,3,3,984,2.02,22.18,1,,clothing,summer,standard
SHP-13284,2024-03-09,Dallas,Los_Angeles,FastShip,3,3,1176,2.9,23.38,1,,electronics,spring,standard
SHP-13285,2024-01-01,New_York,Dallas,FastShip,7,7,724,26.83,24.67,1,,perishables,winter,standard
SHP-13286,2024-04-17,San_Antonio,Philadelphia,FastShip,6,7,729,19.94,88.68,1,,industrial,spring,standard
SHP-13287,2024-06-04,Philadelphia,New_York,FastShip,1,1,1035,9.53,73.59,1,,electronics,summer,overnight
SHP-13288,2024-04-09,Houston,New_York,QuickPost,3,3,659,21.7,42.45,1,,electronics,spring,standard
SHP-13289,2024-02-18,Dallas,Houston,FastShip,8,3,563,7.09,25.24,0,customs,clothing,winter,standard
SHP-13290,2024-02-20,New_York,Houston,MegaFreight,6,7,780,6.68,30.43,1,,clothing,winter,standard
SHP-13291,2024-05-04,Los_Angeles,Philadelphia,MegaFreight,4,4,852,31.33,59.06,1,,furniture,spring,standard
SHP-13292,2024-06-07,Los_Angeles,New_York,FastShip,2,3,557,3.7,30.79,1,,clothing,summer,standard
SHP-13293,2024-02-07,New_York,Chicago,FastShip,6,4,794,18.05,42.03,0,capacity,industrial,winter,standard
SHP-13294,2024-04-26,Chicago,Phoenix,FastShip,6,7,1055,6.87,23.78,1,,clothing,spring,standard
SHP-13295,2024-05-28,New_York,Philadelphia,MegaFreight,6,6,1336,49.67,55.59,1,,furniture,spring,standard
SHP-13296,2024-01-07,New_York,Philadelphia,FastShip,3,3,631,3.74,14.73,1,,clothing,winter,express
SHP-13297,2024-03-02,San_Antonio,New_York,MegaFreight,8,5,1335,2.62,18.2,0,weather,electronics,spring,standard
SHP-13298,2024-03-29,Philadelphia,Dallas,FastShip,8,3,2415,24.25,173.33,0,mechanical,industrial,spring,express
SHP-13299,2024-06-04,New_York,Los_Angeles,MegaFreight,5,3,1734,7.1,43.81,0,customs,clothing,summer,express
SHP-13300,2024-05-27,Los_Angeles,San_Antonio,LocalEx,5,5,1818,6.06,28.12,1,,industrial,spring,standard
SHP-13301,2024-01-12,Philadelphia,New_York,QuickPost,2,2,541,11.7,43.83,1,,industrial,winter,express
SHP-13302,2024-04-21,Philadelphia,Dallas,MegaFreight,4,5,1440,14.05,29.71,1,,electronics,spring,standard
SHP-13303,2024-06-20,Phoenix,Houston,MegaFreight,6,3,1466,4.75,32.26,0,weather,electronics,summer,standard
SHP-13304,2024-05-05,Chicago,Houston,QuickPost,2,3,1060,13.05,48.58,1,,industrial,spring,express
SHP-13305,2024-03-27,Dallas,Los_Angeles,MegaFreight,1,2,909,35.93,101.92,1,,industrial,spring,express
SHP-13306,2024-02-02,Los_Angeles,Houston,MegaFreight,4,4,1612,2.21,32.54,1,,clothing,winter,standard
SHP-13307,2024-02-01,Houston,Dallas,FastShip,8,5,1604,3.74,21.5,0,customs,clothing,winter,standard
SHP-13308,2024-04-01,Philadelphia,Phoenix,FastShip,3,4,660,51.07,68.35,1,,furniture,spring,standard
SHP-13309,2024-01-28,Los_Angeles,New_York,FastShip,3,3,2746,8.24,64.46,1,,clothing,winter,standard
SHP-13310,2024-05-25,Phoenix,Philadelphia,MegaFreight,2,3,836,79.66,78.39,1,,furniture,spring,standard
SHP-13311,2024-05-04,Chicago,Houston,FastShip,4,4,1200,12.03,38.2,1,,electronics,spring,standard
SHP-13312,2024-03-04,Los_Angeles,San_Antonio,QuickPost,8,5,1702,106.46,116.33,0,weather,furniture,spring,standard
SHP-13313,2024-04-30,New_York,Phoenix,QuickPost,4,5,1300,5.27,37.1,1,,perishables,spring,standard
SHP-13314,2024-05-15,Chicago,Los_Angeles,MegaFreight,2,3,1436,27.31,81.22,1,,industrial,spring,standard
SHP-13315,2024-05-11,Chicago,Houston,FastShip,2,2,1431,4.49,54.11,1,,electronics,spring,express
SHP-13316,2024-04-04,New_York,Los_Angeles,FastShip,4,4,791,1.64,15.1,1,,clothing,spring,standard
SHP-13317,2024-02-02,San_Antonio,Chicago,MegaFreight,1,2,2050,14.73,89.07,1,,clothing,winter,express
SHP-13318,2024-02-01,Chicago,San_Antonio,LocalEx,1,2,953,1.75,33.73,1,,clothing,winter,express
SHP-13319,2024-03-05,San_Antonio,Philadelphia,MegaFreight,2,2,1001,13.56,31.87,1,,industrial,spring,express
SHP-13320,2024-06-03,Phoenix,Chicago,LocalEx,7,6,769,13.77,25.82,0,mechanical,electronics,summer,standard
SHP-13321,2024-02-22,New_York,San_Antonio,QuickPost,2,1,2345,39.79,243.67,0,capacity,furniture,winter,overnight
SHP-13322,2024-05-06,New_York,San_Antonio,MegaFreight,9,5,2478,36.81,97.13,0,weather,perishables,spring,standard
SHP-13323,2024-02-17,New_York,San_Antonio,QuickPost,2,2,731,3.6,34.3,1,,electronics,winter,express
SHP-13324,2024-05-26,Los_Angeles,San_Antonio,MegaFreight,6,3,1004,8.18,21.78,0,mechanical,clothing,spring,standard
SHP-13325,2024-03-03,Houston,Philadelphia,MegaFreight,5,5,561,10.77,32.96,1,,industrial,spring,standard
SHP-13326,2024-05-11,Dallas,San_Antonio,MegaFreight,4,4,1651,87.85,85.04,1,,industrial,spring,standard
SHP-13327,2024-05-01,New_York,Chicago,MegaFreight,2,3,913,3.15,57.49,1,,clothing,spring,express
SHP-13328,2024-04-01,San_Antonio,Los_Angeles,MegaFreight,3,4,1318,23.86,59.17,1,,industrial,spring,standard
SHP-13329,2024-05-15,San_Antonio,New_York,QuickPost,7,7,1768,11.45,62.8,1,,clothing,spring,standard
SHP-13330,2024-03-24,Los_Angeles,Phoenix,LocalEx,7,7,612,22.22,21.45,1,,furniture,spring,standard
SHP-13331,2024-02-26,Los_Angeles,New_York,FastShip,4,4,1828,9.47,38.73,1,,electronics,winter,standard
SHP-13332,2024-06-26,Los_Angeles,New_York,LocalEx,2,2,3308,20.22,112.09,1,,industrial,summer,express
SHP-13333,2024-02-14,Chicago,Philadelphia,QuickPost,1,1,1158,2.6,57.13,1,,clothing,winter,overnight
SHP-13334,2024-03-20,Phoenix,New_York,FastShip,2,2,570,19.23,35.22,1,,electronics,spring,express
SHP-13335,2024-06-28,Houston,Phoenix,QuickPost,4,3,699,7.44,44.41,0,weather,clothing,summer,express
SHP-13336,2024-06-01,Chicago,New_York,LocalEx,4,3,1752,10.2,59.76,0,customs,electronics,summer,standard
SHP-13337,2024-05-01,New_York,Chicago,FastShip,3,3,1005,16.82,29.33,1,,electronics,spring,standard
SHP-13338,2024-06-26,San_Antonio,Houston,QuickPost,7,3,683,77.7,33.43,0,weather,furniture,summer,standard
SHP-13339,2024-04-02,Chicago,New_York,FastShip,2,3,597,4.59,21.12,1,,electronics,spring,express
SHP-13340,2024-04-20,Los_Angeles,Chicago,MegaFreight,3,3,542,19.35,35.21,1,,perishables,spring,standard
SHP-13341,2024-04-06,Chicago,Philadelphia,MegaFreight,2,2,857,3.88,50.44,1,,clothing,spring,express
SHP-13342,2024-05-31,Chicago,Los_Angeles,QuickPost,8,5,1814,7.4,32.81,0,weather,clothing,spring,standard
SHP-13343,2024-06-18,Chicago,Philadelphia,MegaFreight,2,3,800,41.02,53.55,1,,industrial,summer,standard
SHP-13344,2024-02-09,New_York,San_Antonio,QuickPost,5,6,481,91.22,32.96,1,,furniture,winter,standard
SHP-13345,2024-02-07,Phoenix,New_York,MegaFreight,3,3,1589,85.93,54.83,1,,furniture,winter,express
SHP-13346,2024-03-27,Phoenix,Chicago,LocalEx,6,6,1777,4.26,25.48,1,,perishables,spring,standard
SHP-13347,2024-04-07,Philadelphia,Los_Angeles,FastShip,5,5,1072,20.94,39.23,1,,industrial,spring,standard
SHP-13348,2024-01-19,Chicago,Los_Angeles,MegaFreight,3,3,1606,7.48,19.37,1,,electronics,winter,standard
SHP-13349,2024-01-22,Philadelphia,Dallas,MegaFreight,5,5,778,10.51,24.57,1,,clothing,winter,standard
SHP-13350,2024-02-17,Dallas,Phoenix,QuickPost,1,1,1131,4.68,124.07,1,,electronics,winter,overnight
SHP-13351,2024-03-28,Phoenix,Dallas,MegaFreight,5,5,1018,2.85,37.63,1,,electronics,spring,standard
SHP-13352,2024-04-24,New_York,Chicago,MegaFreight,5,6,915,5.67,24.85,1,,electronics,spring,standard
SHP-13353,2024-04-03,Phoenix,Los_Angeles,MegaFreight,1,1,505,9.61,73.85,1,,perishables,spring,overnight
SHP-13354,2024-04-16,Los_Angeles,Chicago,FastShip,2,3,2341,7.38,58.28,1,,clothing,spring,express
SHP-13355,2024-04-02,Los_Angeles,Philadelphia,LocalEx,6,7,952,12.59,35.68,1,,electronics,spring,standard
SHP-13356,2024-01-25,Chicago,Los_Angeles,QuickPost,7,4,910,11.46,44.15,0,mechanical,electronics,winter,standard
SHP-13357,2024-03-25,Houston,Phoenix,MegaFreight,4,4,1030,6.24,23.56,1,,electronics,spring,standard
SHP-13358,2024-05-16,Los_Angeles,Chicago,MegaFreight,2,2,1121,64.03,150.97,1,,industrial,spring,express
SHP-13359,2024-06-20,Houston,Chicago,QuickPost,4,5,1943,10.96,71.78,1,,clothing,summer,standard
SHP-13360,2024-01-08,Chicago,Los_Angeles,FastShip,1,2,1112,12.73,72.97,1,,electronics,winter,express
SHP-13361,2024-04-26,Houston,Chicago,MegaFreight,4,2,1204,5.51,60.65,0,capacity,clothing,spring,express
SHP-13362,2024-02-01,San_Antonio,Los_Angeles,FastShip,3,3,332,19.9,23.11,1,,perishables,winter,express
SHP-13363,2024-01-24,Chicago,Philadelphia,MegaFreight,7,7,1837,74.1,146.43,1,,industrial,winter,standard
SHP-13364,2024-05-06,Dallas,Houston,LocalEx,5,6,2503,23.08,42.51,1,,furniture,spring,standard
SHP-13365,2024-01-17,New_York,Phoenix,QuickPost,1,1,1953,2.85,97.94,1,,clothing,winter,overnight
SHP-13366,2024-01-19,Houston,New_York,QuickPost,4,4,2051,20.76,51.37,1,,industrial,winter,standard
SHP-13367,2024-06-11,New_York,Philadelphia,MegaFreight,2,3,1070,9.3,18.91,1,,electronics,summer,standard
SHP-13368,2024-04-12,Chicago,New_York,FastShip,3,3,1569,11.54,56.45,1,,industrial,spring,express
SHP-13369,2024-06-27,New_York,Houston,FastShip,9,7,523,9.66,23.78,0,customs,electronics,summer,standard
SHP-13370,2024-05-01,New_York,Phoenix,FastShip,2,2,598,23.38,75.02,1,,industrial,spring,express
SHP-13371,2024-01-18,Chicago,Philadelphia,MegaFreight,5,5,938,7.14,25.83,1,,clothing,winter,standard
SHP-13372,2024-05-08,Philadelphia,New_York,FastShip,3,4,2648,4.15,38.1,1,,clothing,spring,standard
SHP-13373,2024-01-16,San_Antonio,Los_Angeles,MegaFreight,5,2,1081,39.11,83.34,0,customs,industrial,winter,express
SHP-13374,2024-04-04,New_York,New_York,QuickPost,8,6,1208,8.31,44.29,0,customs,electronics,spring,standard
SHP-13375,2024-01-09,Houston,Chicago,MegaFreight,7,7,771,7.02,29.16,1,,clothing,winter,standard
SHP-13376,2024-02-26,Philadelphia,Los_Angeles,FastShip,6,7,1686,9.87,27.23,1,,industrial,winter,standard
SHP-13377,2024-03-17,New_York,Los_Angeles,QuickPost,1,2,1212,18.52,56.52,1,,industrial,spring,express
SHP-13378,2024-05-27,Los_Angeles,Dallas,FastShip,2,3,1084,4.84,41.52,1,,electronics,spring,standard
SHP-13379,2024-01-02,Chicago,San_Antonio,LocalEx,1,1,1259,8.54,50.14,1,,electronics,winter,overnight
SHP-13380,2024-04-15,Houston,New_York,LocalEx,8,6,987,46.42,67.21,0,mechanical,industrial,spring,standard
SHP-13381,2024-03-31,New_York,Los_Angeles,LocalEx,6,4,1574,7.69,35.69,0,weather,clothing,spring,standard
SHP-13382,2024-04-19,Philadelphia,Chicago,FastShip,6,6,678,5.32,32.5,1,,electronics,spring,standard
SHP-13383,2024-01-04,Los_Angeles,Houston,LocalEx,5,4,1228,73.53,179.53,0,customs,furniture,winter,standard
SHP-13384,2024-03-15,New_York,Houston,MegaFreight,2,3,2965,38.45,91.2,1,,industrial,spring,standard
SHP-13385,2024-05-24,Los_Angeles,Philadelphia,FastShip,2,3,753,10.87,20.66,1,,electronics,spring,standard
SHP-13386,2024-04-09,New_York,Dallas,FastShip,4,5,386,21.02,22.4,1,,perishables,spring,standard
SHP-13387,2024-02-16,San_Antonio,Chicago,LocalEx,3,4,1913,8.81,51.83,1,,electronics,winter,standard
SHP-13388,2024-01-25,Philadelphia,New_York,FastShip,6,6,495,17.63,15.81,1,,industrial,winter,standard
SHP-13389,2024-06-13,Philadelphia,Phoenix,MegaFreight,6,6,701,58.99,51.95,1,,industrial,summer,standard
SHP-13390,2024-02-11,Dallas,Phoenix,QuickPost,3,3,685,12.97,75.72,1,,furniture,winter,express
SHP-13391,2024-02-05,Chicago,Philadelphia,MegaFreight,1,2,683,33.11,68.28,1,,industrial,winter,express
SHP-13392,2024-05-09,Chicago,Houston,MegaFreight,5,5,505,8.14,14.85,1,,clothing,spring,standard
SHP-13393,2024-04-09,Dallas,Los_Angeles,FastShip,3,4,785,6.93,43.55,1,,clothing,spring,standard
SHP-13394,2024-05-15,San_Antonio,Dallas,MegaFreight,5,5,1076,51.28,62.97,1,,furniture,spring,standard
SHP-13395,2024-05-17,Los_Angeles,Philadelphia,LocalEx,5,6,895,4.98,22.28,1,,clothing,spring,standard
SHP-13396,2024-01-15,Chicago,Houston,FastShip,8,5,1881,12.28,48.91,0,capacity,perishables,winter,standard
SHP-13397,2024-06-26,New_York,Los_Angeles,LocalEx,2,1,939,14.98,130.47,0,other,electronics,summer,overnight
SHP-13398,2024-02-22,Los_Angeles,Dallas,FastShip,6,3,846,56.75,61.93,0,weather,industrial,winter,express
SHP-13399,2024-03-24,Chicago,Los_Angeles,QuickPost,10,6,1362,3.31,23.55,0,capacity,clothing,spring,standard
SHP-13400,2024-02-22,Los_Angeles,Philadelphia,LocalEx,4,4,2073,16.49,31.2,1,,perishables,winter,standard
SHP-13401,2024-02-29,New_York,San_Antonio,FastShip,9,7,1198,27.28,29.01,0,other,industrial,winter,standard
SHP-13402,2024-01-11,Dallas,New_York,MegaFreight,8,5,945,84.82,77.37,0,capacity,furniture,winter,standard
SHP-13403,2024-01-17,Dallas,Los_Angeles,MegaFreight,2,3,1240,32.34,86.5,1,,industrial,winter,express
SHP-13404,2024-06-04,Chicago,Philadelphia,FastShip,5,6,1003,18.81,41.17,1,,electronics,summer,standard
SHP-13405,2024-06-20,New_York,Dallas,QuickPost,5,5,1158,7.71,29.04,1,,electronics,summer,standard
SHP-13406,2024-03-30,Chicago,New_York,QuickPost,3,3,1270,9.7,33.33,1,,electronics,spring,express
SHP-13407,2024-04-29,San_Antonio,Los_Angeles,MegaFreight,5,3,659,54.55,60.87,0,capacity,furniture,spring,standard
SHP-13408,2024-06-16,Los_Angeles,Chicago,FastShip,5,5,754,24.57,68.45,1,,perishables,summer,standard
SHP-13409,2024-04-30,Chicago,New_York,QuickPost,1,2,690,4.06,20.51,1,,electronics,spring,express
SHP-13410,2024-01-06,Chicago,Los_Angeles,FastShip,9,5,1720,16.46,46.26,0,other,perishables,winter,standard
SHP-13411,2024-02-16,Chicago,Phoenix,MegaFreight,1,1,1076,9.99,113.08,1,,electronics,winter,overnight
SHP-13412,2024-01-27,New_York,Los_Angeles,MegaFreight,4,4,2343,2.02,24.88,1,,clothing,winter,standard
SHP-13413,2024-06-05,Chicago,Dallas,FastShip,10,7,1224,0.74,16.61,0,customs,clothing,summer,standard
SHP-13414,2024-04-06,New_York,Los_Angeles,LocalEx,9,5,1551,12.6,39.39,0,capacity,clothing,spring,standard
SHP-13415,2024-04-18,San_Antonio,Houston,LocalEx,3,3,1002,6.8,24.77,1,,electronics,spring,standard
SHP-13416,2024-05-15,Chicago,Philadelphia,QuickPost,7,4,1859,7.63,22.96,0,other,clothing,spring,standard
SHP-13417,2024-04-08,New_York,Chicago,MegaFreight,3,3,953,21.1,27.9,1,,industrial,spring,express
SHP-13418,2024-05-29,Chicago,Los_Angeles,QuickPost,5,5,858,29.97,66.11,1,,perishables,spring,standard
SHP-13419,2024-01-17,Philadelphia,Chicago,MegaFreight,4,3,626,7.57,40.02,0,weather,clothing,winter,express
SHP-13420,2024-04-10,Chicago,New_York,MegaFreight,4,4,389,54.17,34.08,1,,industrial,spring,standard
SHP-13421,2024-03-21,Philadelphia,Houston,QuickPost,3,3,1167,2.8,16.52,1,,clothing,spring,express
SHP-13422,2024-06-06,Phoenix,Houston,MegaFreight,2,3,1424,5.17,43.24,1,,clothing,summer,express
SHP-13423,2024-03-18,Houston,Philadelphia,FastShip,5,6,527,4.4,23.78,1,,perishables,spring,standard
SHP-13424,2024-06-01,Philadelphia,Phoenix,FastShip,3,3,992,11.14,40.8,1,,perishables,summer,express
SHP-13425,2024-04-09,Los_Angeles,Phoenix,LocalEx,6,6,1271,9.95,43.61,1,,electronics,spring,standard
SHP-13426,2024-04-03,Houston,San_Antonio,MegaFreight,5,3,1425,48.82,56.75,0,weather,electronics,spring,standard
SHP-13427,2024-03-01,New_York,Dallas,LocalEx,6,6,962,8.56,21.52,1,,electronics,spring,standard
SHP-13428,2024-01-05,Philadelphia,Philadelphia,LocalEx,3,3,1347,17.05,55.48,1,,industrial,winter,standard
SHP-13429,2024-02-07,Los_Angeles,Philadelphia,FastShip,2,3,340,37.49,24.01,1,,industrial,winter,express
SHP-13430,2024-06-20,Phoenix,New_York,FastShip,4,5,792,5.54,30.17,1,,clothing,summer,standard
SHP-13431,2024-02-23,Phoenix,Los_Angeles,FastShip,4,3,1110,13.25,23.72,0,weather,industrial,winter,standard
SHP-13432,2024-01-26,New_York,Los_Angeles,FastShip,3,4,918,4.93,34.57,1,,perishables,winter,standard
SHP-13433,2024-04-27,Philadelphia,Los_Angeles,MegaFreight,5,6,513,26.27,17.17,1,,industrial,spring,standard
SHP-13434,2024-01-02,Los_Angeles,Chicago,FastShip,6,7,732,29.84,30.47,1,,industrial,winter,standard
SHP-13435,2024-04-06,Los_Angeles,Chicago,MegaFreight,7,7,1377,0.94,22.74,1,,clothing,spring,standard
SHP-13436,2024-03-02,San_Antonio,New_York,MegaFreight,4,4,742,13.74,23.49,1,,industrial,spring,standard
SHP-13437,2024-06-28,San_Antonio,Chicago,LocalEx,5,5,1398,25.14,70.43,1,,industrial,summer,standard
SHP-13438,2024-06-09,New_York,Phoenix,LocalEx,1,1,1030,24.41,207.54,1,,industrial,summer,overnight
SHP-13439,2024-04-19,San_Antonio,Chicago,MegaFreight,2,2,1187,11.07,56.62,1,,perishables,spring,express
SHP-13440,2024-06-07,Los_Angeles,Dallas,MegaFreight,2,3,951,11.36,38.73,1,,electronics,summer,standard
SHP-13441,2024-05-02,Phoenix,Philadelphia,QuickPost,6,7,1249,20.92,41.07,1,,industrial,spring,standard
SHP-13442,2024-02-11,Los_Angeles,Phoenix,MegaFreight,2,3,1033,3.08,22.09,1,,clothing,winter,express
SHP-13443,2024-04-05,San_Antonio,Chicago,FastShip,2,3,1267,8.51,26.31,1,,clothing,spring,standard
SHP-13444,2024-05-11,Dallas,Houston,LocalEx,4,4,1958,45.83,80.3,1,,industrial,spring,standard
SHP-13445,2024-05-22,Phoenix,Los_Angeles,FastShip,2,2,1780,4.65,46.97,1,,clothing,spring,express
SHP-13446,2024-03-12,Chicago,New_York,FastShip,3,3,1076,14.26,47.98,1,,industrial,spring,standard
SHP-13447,2024-04-10,Los_Angeles,Chicago,FastShip,3,3,1705,10.11,81.08,1,,perishables,spring,express
SHP-13448,2024-01-27,Philadelphia,New_York,QuickPost,3,3,1507,2.4,30.66,1,,clothing,winter,express
SHP-13449,2024-01-24,Chicago,New_York,LocalEx,11,6,1478,26.93,77.19,0,weather,industrial,winter,standard
SHP-13450,2024-04-21,New_York,Chicago,LocalEx,2,3,1047,8.1,55.69,1,,industrial,spring,express
SHP-13451,2024-05-14,Philadelphia,Los_Angeles,FastShip,5,6,1192,56.27,33.03,1,,perishables,spring,standard
SHP-13452,2024-01-14,Los_Angeles,Chicago,MegaFreight,1,2,1291,29.74,90.38,1,,industrial,winter,express
SHP-13453,2024-06-07,Houston,Dallas,FastShip,1,1,763,23.12,68.87,1,,industrial,summer,overnight
SHP-13454,2024-06-14,New_York,San_Antonio,FastShip,2,2,928,7.53,51.53,1,,electronics,summer,express
SHP-13455,2024-06-28,Chicago,San_Antonio,LocalEx,5,4,1316,42.34,48.08,0,other,industrial,summer,standard
SHP-13456,2024-01-30,Chicago,San_Antonio,MegaFreight,6,7,606,24.79,46.82,1,,industrial,winter,standard
SHP-13457,2024-05-26,San_Antonio,Houston,MegaFreight,6,6,969,45.73,72.1,1,,perishables,spring,standard
SHP-13458,2024-04-12,New_York,Los_Angeles,QuickPost,1,1,773,10.98,66.93,1,,clothing,spring,overnight
SHP-13459,2024-03-27,Los_Angeles,Los_Angeles,MegaFreight,3,3,1381,50.19,86.28,1,,industrial,spring,express
SHP-13460,2024-03-24,New_York,San_Antonio,FastShip,2,2,2087,4.41,25.1,1,,electronics,spring,express
SHP-13461,2024-02-11,Chicago,Houston,FastShip,3,3,1027,5.0,23.67,1,,clothing,winter,standard
SHP-13462,2024-01-09,Dallas,Los_Angeles,FastShip,2,2,2398,5.95,25.4,1,,electronics,winter,express
SHP-13463,2024-05-07,New_York,Los_Angeles,QuickPost,6,3,1319,29.13,60.31,0,weather,industrial,spring,express
SHP-13464,2024-06-13,New_York,Dallas,FastShip,2,2,715,12.9,29.75,1,,industrial,summer,express
SHP-13465,2024-03-15,Los_Angeles,Phoenix,FastShip,7,7,315,17.1,33.39,1,,electronics,spring,standard
SHP-13466,2024-03-24,San_Antonio,New_York,FastShip,1,1,1539,9.03,64.28,1,,electronics,spring,overnight
SHP-13467,2024-03-11,Philadelphia,New_York,FastShip,4,5,819,31.96,29.72,1,,industrial,spring,standard
SHP-13468,2024-06-15,San_Antonio,Chicago,MegaFreight,1,1,918,41.24,121.48,1,,perishables,summer,overnight
SHP-13469,2024-06-01,Houston,Philadelphia,QuickPost,6,5,1252,25.52,61.03,0,capacity,perishables,summer,standard
SHP-13470,2024-05-18,New_York,Chicago,FastShip,6,6,1341,70.24,66.69,1,,furniture,spring,standard
SHP-13471,2024-05-03,Philadelphia,Chicago,QuickPost,7,7,460,6.55,14.04,1,,electronics,spring,standard
SHP-13472,2024-03-25,Los_Angeles,Philadelphia,LocalEx,7,3,599,11.7,18.13,0,weather,industrial,spring,standard
SHP-13473,2024-01-27,New_York,Dallas,QuickPost,6,5,1513,28.23,61.45,0,weather,industrial,winter,standard
SHP-13474,2024-06-25,San_Antonio,Phoenix,FastShip,6,7,3156,38.3,84.96,1,,industrial,summer,standard
SHP-13475,2024-04-15,Houston,Los_Angeles,QuickPost,4,4,1478,21.46,63.56,1,,electronics,spring,standard
SHP-13476,2024-02-04,Chicago,New_York,QuickPost,3,3,1709,12.17,74.51,1,,clothing,winter,express
SHP-13477,2024-05-09,Dallas,Chicago,QuickPost,1,1,563,17.8,56.36,1,,electronics,spring,overnight
SHP-13478,2024-01-18,Houston,New_York,MegaFreight,6,4,1138,12.55,48.86,0,mechanical,perishables,winter,standard
SHP-13479,2024-06-11,Los_Angeles,New_York,LocalEx,2,3,640,11.34,44.27,1,,clothing,summer,express
SHP-13480,2024-03-26,Chicago,Phoenix,FastShip,1,1,1112,15.96,36.15,1,,industrial,spring,overnight
SHP-13481,2024-02-29,Los_Angeles,New_York,FastShip,6,7,641,54.89,40.36,1,,industrial,winter,standard
SHP-13482,2024-02-27,Los_Angeles,San_Antonio,MegaFreight,2,3,447,9.01,20.57,1,,clothing,winter,standard
SHP-13483,2024-01-06,Los_Angeles,New_York,MegaFreight,7,6,1390,3.21,26.62,0,customs,clothing,winter,standard
SHP-13484,2024-02-24,Houston,New_York,MegaFreight,6,4,590,2.55,13.11,0,customs,electronics,winter,standard
SHP-13485,2024-03-05,Dallas,Houston,LocalEx,3,3,1138,20.53,32.42,1,,industrial,spring,standard
SHP-13486,2024-05-04,San_Antonio,Los_Angeles,MegaFreight,5,5,899,35.49,44.44,1,,furniture,spring,standard
SHP-13487,2024-02-21,Philadelphia,Chicago,FastShip,5,6,1288,13.88,29.14,1,,industrial,winter,standard
SHP-13488,2024-06-09,Houston,Los_Angeles,FastShip,3,3,1122,8.11,35.34,1,,clothing,summer,standard
SHP-13489,2024-03-11,Philadelphia,Phoenix,LocalEx,2,3,904,56.2,50.27,1,,furniture,spring,standard
SHP-13490,2024-01-02,New_York,Houston,MegaFreight,6,6,1609,26.89,78.74,1,,perishables,winter,standard
SHP-13491,2024-03-29,Chicago,Los_Angeles,FastShip,3,4,1289,6.71,25.41,1,,clothing,spring,standard
SHP-13492,2024-04-20,Phoenix,San_Antonio,FastShip,2,3,816,7.23,23.92,1,,clothing,spring,express
SHP-13493,2024-06-15,New_York,Philadelphia,MegaFreight,3,4,1505,23.9,64.14,1,,furniture,summer,standard
SHP-13494,2024-01-07,Philadelphia,New_York,FastShip,8,5,1078,9.2,22.32,0,customs,clothing,winter,standard
SHP-13495,2024-06-14,Chicago,New_York,FastShip,3,3,1159,17.26,24.05,1,,perishables,summer,standard
SHP-13496,2024-02-25,New_York,Houston,FastShip,1,2,1201,5.46,90.99,1,,perishables,winter,express
SHP-13497,2024-03-31,Chicago,New_York,LocalEx,2,2,1533,19.86,99.49,1,,perishables,spring,express
